Author,Rating,Review,Restaurant,Location
Ourvashee Veerappa,"Rated 5.0 out of 5,",Found my favourite place for lamb!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Shobendran Gopala krishnan,"Rated 5.0 out of 5,",Reasonably priced delicious food and drinks with a wide range of selections. Awesome banana milkshake btw. One of the places my friends and I frequent to.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Gasing21 Soong,"Rated 4.0 out of 5,","Nice environment, got couple of vegetarian option for me. Food taste wise okay not fantastic though.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nordahisyam Daud,"Rated 5.0 out of 5,",Tasty Mexican Beef Taco.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ahmad Fariz Ahmad Rusli,"Rated 4.0 out of 5,","Nice layout... Good service, food's good but never ever leave your car parked without a parking coupon.... You'll get a ticket almost instantly...",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ryan Chin,"Rated 5.0 out of 5,","Variety choice from Western and Chinese foods. With cozy place to enjoy delicious food. Reasonable price for everyone, about rm20++ per person",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Galaxy Cwy,"Rated 1.0 out of 5,","Bad service,  i asked their staff give me menu for twice but the staff acted so busy. End up i go counter take the menu and make order",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Chow Kah Fai,"Rated 4.0 out of 5,",Good place for hanging out with friends and relax.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Song,"Rated 5.0 out of 5,","One of the best restaurants in ipoh. Delicious food, nice ambient with friendly staffs. Have tried several different variety of food and they are all delicious. Recommend",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Lee Jia Yi,"Rated 4.0 out of 5,",Nice hang out place with good food. They hv promo set for breakfast and also Hi-tea e.g.. toast bread or cake with coffee or cake serve from 3pm-6pm.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Annabelle Chin,"Rated 5.0 out of 5,","The food is excellent, good service, nice atmosphere. Would recommend to eat there",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
aini filviu,"Rated 4.0 out of 5,",Fast service and food tasted great. I must say the portion is big as well. Worth your money.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
余堅銘YKM,"Rated 4.0 out of 5,",Good food value and reasonable price. Recommended,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jesme Chuah,"Rated 5.0 out of 5,","Good Food, Good Service",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Agito Loh,"Rated 4.0 out of 5,","Food and price is fine, I only visited once, got flies somehow and it was annoyed me. Environment is fine but need some staff for cleaning I guess.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
nicholas leong,"Rated 3.0 out of 5,",All can I say is just normal food with abit expensive food. Nothing special bout it. The service is good and nothing else,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Alester Dexter,"Rated 5.0 out of 5,",Good ambience for dinning and hang out with family and friends..food is thumbs up.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
solomon son,"Rated 4.0 out of 5,","Nice place, nice environment Delicious foods.a bit disappointed of lamb grilled,taste was out.will try other dishes on my next move..thanks Padihouse",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Shima Binti Othman,"Rated 2.0 out of 5,","Service is poor, food was okay. Will not recommend to others.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
sathis kumar,"Rated 4.0 out of 5,",light music...romantic night environment... cool...,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
emma cm,"Rated 3.0 out of 5,","Food and ambiance is good but if you eat upstairs, you cant order the juice from downstairs. Quite frustrating!",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Miera Nordin,"Rated 3.0 out of 5,",Food choices is limited and pretty much juat like other eateries.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
k Kaka,"Rated 5.0 out of 5,",awesome food!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
See Mee Lee,"Rated 4.0 out of 5,",Payment system fast and easy. Customers have to pay at counter while ordering food. Plain water will be provided free.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Breggman Chin,"Rated 4.0 out of 5,",Lovely food. Cozy environment. Prices are reasonable for a cafe and the portions are fairly large.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Sam Chow,"Rated 1.0 out of 5,",This is the first time that the cafe  cannot make booking for birthday celebration. Hope your management can improve it. Tqvm.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Mohd Shukri Amri,"Rated 5.0 out of 5,","Food is delicious, the price is okay for the portion and the ambiance is nice.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
YoRHa 2E (YoRHa Unit Type E),"Rated 5.0 out of 5,",A very good place to have a chill with Malay friends since is a halal place and the menu is very tasty.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
kok liang,"Rated 4.0 out of 5,",Very friendly crew and good food at a reasonable price. Highly recommended.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
David Hoong,"Rated 4.0 out of 5,","Food is good with a little fusion between western and local, price is moderate and atmosphere is nice.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Chris Khoo,"Rated 4.0 out of 5,","Good food, reasonable price comfy environment",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Johnny Lum,"Rated 4.0 out of 5,","Nice environment, awesome ID work. Good food with reasonable price. Recomended.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Barber Brinkman,"Rated 5.0 out of 5,","Good food, great ambiance, interesting variety, ok service",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Isna Armawati,"Rated 5.0 out of 5,",delicious food and good ambience,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jessie Sheila,"Rated 5.0 out of 5,","Fabulous food, great service, friendly staff, definitely will visit again...",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Zubaidah NMJ,"Rated 5.0 out of 5,",Best food & services..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nasir shah,"Rated 4.0 out of 5,",Good food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Syamir Azri,"Rated 4.0 out of 5,",Good place and clean. Fair for it price.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Saravanan MS,"Rated 4.0 out of 5,",Fantastic butter cake.  Beverages can be improved in quality,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Lee Elaine,"Rated 5.0 out of 5,","Nice place,food tasty,price ok.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Os Tay Cheh Fong,"Rated 5.0 out of 5,",Food is tasty and well prepared.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Foodie Crew,"Rated 4.0 out of 5,","Nice food,reasonable price.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Hoi Ming Ng,"Rated 4.0 out of 5,",Delicious food but now with service tax. Free flow of Bottle plain water.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eagleraptor925,"Rated 5.0 out of 5,","Friendly staff, service just perfect couldn't ask for more, nice food and beverages. Restaurant support no straw save earth concept",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
muhammad Syimir Abdul Razak,"Rated 3.0 out of 5,",Good ambiance and the food is good. Highly recommended,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Brian Low,"Rated 1.0 out of 5,",Fried rice was tasteless. Staff are unfriendly and poorly trained. Real customer here and not a self review,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Raymond Yee,"Rated 5.0 out of 5,","Food is good, ambience is very nice especially in the evenings.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Samthlee,"Rated 5.0 out of 5,",Food taste good...@  reasonable price,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Michael Toh,"Rated 4.0 out of 5,",Comfort food of the Malaysian kind. Mix of local delights and western favorites,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ratanam Mohanarasan,"Rated 4.0 out of 5,",Good food. Service a little slow but understandable as it was a full house..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Daphne Ng,"Rated 4.0 out of 5,",Reasonable price. Good ambience for and pork free dining place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
KENNY,"Rated 5.0 out of 5,",Good food with reasonable pricing. Order serve on the fast side.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kit Lee,"Rated 5.0 out of 5,","Wide variety of food, great atmosphere, best for family and friends gathering!",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
RAJAPAL RAJAGOPAL,"Rated 4.0 out of 5,",Great local & western food. Price medium. Fast service.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Usha Ram,"Rated 4.0 out of 5,","Reasonably priced, tasty food. Good variety, big portions.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Aalok chen,"Rated 4.0 out of 5,","Nice environment, just a bit hard to find parking. If parking easier found, I'll rate it 5 star",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ivy Lew,"Rated 2.0 out of 5,","Unsatisfied with the service. Salad served as dessert, waffle not cooked.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
anivrees,"Rated 5.0 out of 5,",Food is good. My favorite is the pesto. Prices are slightly high.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Adarsh Khulputeea,"Rated 5.0 out of 5,",Best food ever. A bit pricey but worth it!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Joseph Goh OH,"Rated 2.0 out of 5,","Food menu very normal, not too special.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Carlos .J,"Rated 4.0 out of 5,",Nice spot to spend time with friends and family.Reasonable price.Recommended!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Hanif Mohamed Talha,"Rated 2.0 out of 5,",Nothing much to say. Just overpriced average food.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Lo Cabal,"Rated 4.0 out of 5,","Lamb chop is very nice, tender and smooth. Best serve with mint sauce",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Julius Ang,"Rated 3.0 out of 5,",Good value tasty food. Portions on small/medium side.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
chin site yee,"Rated 3.0 out of 5,",Food quality going down but service still good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
John Heng,"Rated 4.0 out of 5,",Dytsts,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Yong Qian Chng,"Rated 3.0 out of 5,","Quite expensive, but food is nice. Drinks still ok.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Shamirra zhulliana Zainal abidin,"Rated 4.0 out of 5,",nice place to held events. nice foods and cozy place ♥️,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
HM Tan,"Rated 4.0 out of 5,",Upstairs cafe price up...  Bit unreasonable.  But I still love environment there,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Hooi Koon Chua,"Rated 4.0 out of 5,","Good environment, chidren friendly and food is nice.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
LT Wong,"Rated 3.0 out of 5,","Food taste just extra ordinary normal.  Got to add  "" Oomp "" to spice up the food.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eric Ooi,"Rated 4.0 out of 5,","Food is nice, but the lunch time crowd is crazy...",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jasram Singh,"Rated 2.0 out of 5,","If you are sitting outside, the waiter won't serve you immediately. Had to move to inside of the shop",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Rosh Wang,"Rated 4.0 out of 5,","Uniquely designed, comfy and food is relatively cheap for such an upscale place.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jamsen Lim,"Rated 3.0 out of 5,",Food is OK.. but did not visit often,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jee Meng Ma,"Rated 5.0 out of 5,",The food here as good as their flagship shop in Cyberjaya.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
CHANG KHIN SHOE,"Rated 4.0 out of 5,",I just tried salman steak n chicken chop. It is delicious.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Victor Lim,"Rated 3.0 out of 5,",Fusion and Asian mixed restaurant. Cool and decent ambiance for a chill out or a client meet up place.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
kuash kutam,"Rated 5.0 out of 5,",All is good but no more free flow water..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Tevin Cheah,"Rated 4.0 out of 5,",Environment is very nice... Food & beverage a bit pricey,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Muhd Ilyasa',"Rated 5.0 out of 5,",Cozy place to eat,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Celyna Raygom,"Rated 5.0 out of 5,","Good food, quite place to chill around",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eric Leong (Eric),"Rated 5.0 out of 5,","Food with many varities ! From Chinese ,western , thai, malay cuisine is all there !",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Wanda Maximoff,"Rated 2.0 out of 5,",Lack of staff and I waited for my food for 20 minutes then they gave me the wrong order (the chef cooked chicken instead of seafood baked rice),Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Vera Soon,"Rated 4.0 out of 5,",Food is great but a bit pricey.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
SV Singam,"Rated 3.0 out of 5,","Good food, fair prices, a trifle noisy",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Raymond Lian,"Rated 4.0 out of 5,",It's a not bad place to have a tea session with friends and family.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
TheTopTen TV,"Rated 3.0 out of 5,",Food is lack of choices. Food is just normal..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
dulcia cognatio,"Rated 5.0 out of 5,","Nice place, friendly staff and the food was good",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
David Ho,"Rated 5.0 out of 5,",Nice atmosphere :-),Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Larry Wong,"Rated 5.0 out of 5,",Nice food and upstairs got really nice dessert.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eric Leong,"Rated 3.0 out of 5,",Good food and clean environment..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kevin Soo,"Rated 3.0 out of 5,",The food are good but the service are okay okay,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
hahsiblaz ilsur,"Rated 4.0 out of 5,",Nice ambient,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Stalin Chandraganth,"Rated 5.0 out of 5,","Nice Environment, Delicious food",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Henry Foo,"Rated 5.0 out of 5,",Nice food with affordable price !,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jet Chew,"Rated 3.0 out of 5,",Average food but environment ok.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Mike Wong,"Rated 2.0 out of 5,",worst lamb chop i ever eat…tat 2 star only for the kopi ice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ganesh Thirualaga Nathan,"Rated 5.0 out of 5,",Cool environment & decent food & drinks!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Serena Ang,"Rated 3.0 out of 5,",Food was just normal. Nothing spectacular,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Hartini Mokhtar,"Rated 4.0 out of 5,",Liking the food here,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Helen Yeap,"Rated 5.0 out of 5,",Good food and quick service.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Raof Mutalib,"Rated 5.0 out of 5,",Good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Secret Moments,"Rated 4.0 out of 5,",Bad cashier counters experience  ..Envirolment is good..Food is normal compare with local restaurant foods,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
WAN OSMAN KHARUDDIN,"Rated 5.0 out of 5,",Nice foods and good service,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jeremiah Koay,"Rated 4.0 out of 5,",Decent food portion. Worth waiting,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Khor Xen,"Rated 4.0 out of 5,","Spacious, bright lite environment. Good for get together.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Letchumi Sekaran,"Rated 4.0 out of 5,",Good Food ..generous portion.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Carmen Yoon,"Rated 3.0 out of 5,",Food is OK but the environment is too noisy,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
qayyimah mfarid,"Rated 4.0 out of 5,",Excellent services,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
chin wai Cheong,"Rated 1.0 out of 5,",Expensive,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Phang Loy Fatt,"Rated 4.0 out of 5,",Friendly staff. Great atmosphere at 1st floor.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
cook by naddy,"Rated 4.0 out of 5,","Great food, wonderful staff",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Matt D,"Rated 4.0 out of 5,",Good food. Sets are worth it.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Faizal FZS,"Rated 4.0 out of 5,",Delicious & big portion meal,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kenny Lee,"Rated 4.0 out of 5,",Good ambient for gathering and family session.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
farzaana norman,"Rated 5.0 out of 5,",Superb food and cozy eatery.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Richard Khor Kok Ling,"Rated 4.0 out of 5,",Unique taste. Good service. 👌👍🏻,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
zack baker,"Rated 4.0 out of 5,",Delicious Food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kong Lm,"Rated 3.0 out of 5,",Value for money. Environment safe,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Michael Ooi,"Rated 3.0 out of 5,",Delicious,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Rachel Albeat,"Rated 5.0 out of 5,",👍🏻👍🏻 thumbs up for the food and environment...,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eddie Axx,"Rated 4.0 out of 5,",Pasta or spaghetti with grill chicken was good.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
费奈拉,"Rated 3.0 out of 5,",the food not that delicious and a bit expensive,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
BOX FOX,"Rated 4.0 out of 5,",Nice food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ooi Shun weng,"Rated 3.0 out of 5,",Better than the one in cyberjaya,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
abdul rahman,"Rated 4.0 out of 5,",Nice food and quiet place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jamilah Mansor,"Rated 5.0 out of 5,",The foods was very delicious,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Leong Chee Hoew,"Rated 4.0 out of 5,","Tasty, cozy & reasonable price",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nik Asyraf,"Rated 5.0 out of 5,","Portion big, according to price",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
CK KOK,"Rated 4.0 out of 5,",Good place for delicious dinner.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
farina nelli ahmadhatta,"Rated 4.0 out of 5,",Many variations. Of local n western food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
lil bean .Y,"Rated 4.0 out of 5,",Their service was good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kamarul Talha,"Rated 4.0 out of 5,",The environment is calm and nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
稼稼,"Rated 4.0 out of 5,",not bad at all.will come again,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Rosli Mohammed,"Rated 3.0 out of 5,",Ok la.... was-was sikit,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
KEM SIANG LEE,"Rated 5.0 out of 5,",Spaghetti and fantastic coffee upstairs.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
nurliyana mohd radzi,"Rated 4.0 out of 5,",Nice place and tasty food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
koi pt2014,"Rated 5.0 out of 5,",Nice place and delicious food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Eric Leong,"Rated 4.0 out of 5,",Nice food and service6,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
