Author,Title,Review,Rating,Dates,Restaurant
"FelixMW87Munich, Germany",Beautiful evening directly at the river with great service ,"We (German couple 29 & 32) were there for dinner and had some great a little spicy food and a beautiful evening. You can bring along your own bottle of wine but have to pay ~15 Ringgit corkage The view is nice, prices are very very fair und the meals have an absolutely sufficient size. We honestly enjoyed the evening and can recommend this restaurant without a doubt. Show less",5,Reviewed 3 April 2019 ,Wild Coriander
Hannah M,AMAZING FOOD AND SERVICE,"Im an expat living in KL and this was a brilliant restaurant for a weekend trip to Melaka. Great service, friendly, engaging and happy staff, that were efficient and helpful. Food was delicious and the freshly made ondeh-ondeh was the best I have had in 20yrs. Thank you so much ☺️Show less",5,Reviewed 30 March 2019 ,Wild Coriander
helentingg,Delicious!,"We ordered the Wild Coriander special and nasi lemak with beef and chicken rendang respectively. Really good food in a lovely environment, service was wonderful as well. Will definitely recommend.",4,Reviewed 27 March 2019 ,Wild Coriander
dvrsty,Great food fair prices,"Delicious food, nice variaty on the menu, friendly and helpfull staff and all for realy good prices.",5,Reviewed 19 March 2019 ,Wild Coriander
Exploration98626,"Great food, even better service.","Really good food, a very pleasant environment and a staff who are suitably attentive without being intrusive.",5,Reviewed 8 March 2019 ,Wild Coriander
"KimOfTheNorthNottingham, United Kingdom",Average food but great service and lovely setting.,"Alas, we thought the food was nice enough but very average. My husband had the Wild Coriander special platter, which he said was nice but very bland. I ordered the crab dish, which is the meat of one small soft shell crab mixed with spices and put back into the main shell with a small side salad. I then ordered a laksa which was nice. But the setting is beautiful if you sit outside, and the staff are friendly. We were served by a really lovely older chap who was very chatty and made us feel very welcome! So my star rating is just for the food. Definitely go here for the ambiance and maybe try some different meals.Show less",3,Reviewed 7 March 2019 ,Wild Coriander
mpmilestogo,Very nice food!,The restaurant is along a quieter part of the river which I appreciated for dinner. The beef rendang is most excellent but the rest of the food looked good too.,5,Reviewed 4 March 2019 ,Wild Coriander
Jessica1285,Nice restaurant by the river! ,"We had lunch here, nice waiters, incredibly tasty food, the tables by the river are great, such a beautiful spot to have a nice and chilled lunch! Cheap prices, definitely worth a visit!",5,Reviewed 4 March 2019 ,Wild Coriander
"EricKlaessonJurong, Singapore",Intense tasting experience,"One of the best food experiences we have had in SE Asia in 6 months. The Rendang is just excellent and really made with love. The service is good and all that, but it’s a waste of words to even mention it when the food is that good. It’s beautifully presented and a flavor explosion in your mouth. I’d go back to Melaka only for this restaurant.. (and the night market ofc, but that’s another story). Dont forget to look at the desserts. Maybe too sweet for some, but deliciousShow less",5,Reviewed 2 March 2019 ,Wild Coriander
"WorkToTravel123Toronto, Canada","Fantastic food, ambience, service ","We loved the food and ambiance here. There are seats outside next to the river which gives a very nice breeze and view. The food is excellent and reasonably priced. We had beef rendang for two, blue rice, coconut rice, and four beers for just 75myr (25$ cad). We ate here twice on our very short stay in Melaka. Note, the food can be very spicy so ask your waiter which dishes are mild. The service was also excellent.Show less",5,Reviewed 27 February 2019 ,Wild Coriander
JonasM1815,"Simply great, best choice","Great location near the river (about 8 tables outside), authentic interior with tasty diches for reasonable prices (15-20 MYR/ main-dish). Very service minded staff. On a quiet Tuesday the restaurant was almost packed, so I only guess you should make a reservation in the weekend.",5,Reviewed 26 February 2019 ,Wild Coriander
Scharting_Smith,Worst dinner in Malaysia,The location is great but the food was very disappointing. I had a Green Chicken Curry and cannot remember having such a rubber like meat anywhere else in SE Asia. I definitley recommend to go for a different restaurant in Melaka.,1,Reviewed 25 February 2019 ,Wild Coriander
jessi1996x,Great food and friendly staff ,Had some lunch here today and it was really nice! Lots of options on the menu and also great fresh drinks . My personal favourite was the Pie Tee. The staff are very nice too and the view is beautiful outside :),5,Reviewed 22 February 2019 ,Wild Coriander
"hazinheiraSingapore, Singapore",New Year’s Eve dinner,"We booked the New year’s eve dinner here due to the fair amount of positive reviews on Tripadvisor. The staff gave us a huge table, as they were not really organizing themselves according to bookings. We ordered the laksa and a special dish with a variety of multicolored rice – my wife explained she was vegan therefore the staff said they would remove the egg from the dish. The laksa tasted amazingly but the special rice dish ended up by coming to the table with an egg half. We also tried the sago pudding for dessert – we asked for no sugar and this time we got exactly want we wanted and enjoyed it very much. The space is quite lovely, in an old house and with a lot of plants everywhere. The prices were okShow less",4,Reviewed 14 February 2019 ,Wild Coriander
"martin wBracknell, United Kingdom",Very acceptable local food,"Four of us staumbled upon this restaurant whilst strolling around and after talking to the staff and reviewing the menu returned for dinner. We ate a range of food, both meat and vegetarian. Everything we tried was terrific. Despite being Malay alcohol was served. Service was good and friendly. Toilets were clean. Nothing was rushed or delayed.Cannot recommend highly enoughShow less",5,Reviewed 14 February 2019 ,Wild Coriander
Mark B,Great food and service,"Everything with a twist. My beef tending - nice and spicy and moist with tender meat. 4 different rice - white, coconut, turmeric and BLUE FLOWER. My partners Laksa so creamy. Very attentive waiter. Can sit out by the river or inside in the cool",5,Reviewed 14 February 2019 ,Wild Coriander
Hurrell4,Excellent ,Went there on our first night in Melaka after being recommended by our hostel. Opted for one of the large meals between 2. Portion size was perfect and food quality exreamly high.,5,Reviewed 9 February 2019 ,Wild Coriander
Carlndndnd,"Friendly place, very nice Malaysian food","+ :
Excellent Malaysian food
Good value for food
Good spot
Very friendly people
Overall amazing

- :
Nothing except alcohol is more expensive than food",5,Reviewed 5 February 2019 ,Wild Coriander
diewald024,Great,"Came here with a group of people, and one friend liked it enough to want to come here 3 days in a row (we were already planning to leave the day after so we only managed to come twice heh) Very nice food, and great friendly staff! Beef rendang highly recommended Show less",5,Reviewed 4 February 2019 ,Wild Coriander
"E2742RYmichaelmGreater London, United Kingdom",Lovely riverside eatery,"Set in a tastefully decorated shop house backing on to the river walk, this restaurant is always busy, a testament to its product. An intelligently designed menu that offers a mixture of local dishes from which it is difficult for a diner not to find something to like. Staff friendly, helpful and unobtrusive. Cold beer is available and they will accommodate the hardened imbiber with a corkage charge system. Ignore the negative whingers who are genetically programmed to find fault in everything. Sit outside in the cool breeze coursing down the river, enjoy the location and the lovingly prepared food. I defy you not to smile and agree its a great spot.Show less",5,Reviewed 1 February 2019 ,Wild Coriander
